,CUSTOMER_ID,GENDER,AVG_MONTHLY_TRANSACTIONS,DAILY_AVG_APP_DURATION,RESIDENTIAL,Bank_type,SUBSCRIPTION_STATUS
1178,2178,M,1100,18,Rural,Cooperative,0
1179,2179,F,4579,17,Rural,Pvt,0
1180,2180,F,1290,3,Rural,Gvt,1
1181,2181,M,42586,18,Rural,Undertaking,0
1182,2182,M,10401,16,Rural,Cooperative,1
1183,2183,M,958,6,Urban,Undertaking,1
1184,2184,F,520,16,Rural,Gvt,1
1185,2185,M,6271,14,Urban,Gvt,0
1186,2186,F,1290,52,Urban,Cooperative,0
1187,2187,M,1290,20,Urban,Cooperative,0
1188,2188,M,40920,8,Urban,Gvt,1
1189,2189,F,1700,7,Urban,Cooperative,0
1190,2190,M,3254,15,Urban,Undertaking,1
1191,2191,M,900,18,Rural,Undertaking,0
1192,2192,M,4990,9,Rural,Pvt,1
1193,2193,F,42586,14,Rural,Cooperative,1
1194,2194,M,12670,14,Rural,Cooperative,1
1195,2195,M,52000,52,Urban,Cooperative,1
1196,2196,F,6271,9,Rural,Gvt,1
1197,2197,F,7220,12,Rural,Cooperative,0
1198,2198,M,52000,4,Urban,Pvt,0
1199,2199,F,958,9,Urban,Cooperative,1
1200,2200,F,153,7,Rural,Pvt,0
1201,2201,F,1100,1,Urban,Pvt,0
1202,2202,M,96874,7,Urban,Gvt,1
1203,2203,M,1647,3,Rural,Cooperative,1
1204,2204,M,13340,1,Urban,Undertaking,0
1205,2205,M,1260,8,Rural,Undertaking,0
1206,2206,M,40920,1,Rural,Pvt,0
1207,2207,M,700,16,Rural,Pvt,0
1208,2208,F,13340,7,Rural,Gvt,1
1209,2209,F,1700,3,Urban,Undertaking,1
1210,2210,F,40920,18,Urban,Gvt,1
1211,2211,M,9420,14,Rural,Gvt,0
1212,2212,F,2500,12,Rural,Pvt,1
1213,2213,M,12670,6,Urban,Pvt,1
1214,2214,F,700,8,Urban,Cooperative,1
1215,2215,M,1700,15,Rural,Gvt,0
1216,2216,F,4579,20,Rural,Gvt,1
1217,2217,F,1100,1,Rural,Cooperative,1
1218,2218,M,1647,6,Urban,Cooperative,0
1219,2219,F,99153200,14,Rural,Gvt,1
1220,2220,M,1400,20,Rural,Cooperative,1
1221,2221,F,10401,18,Urban,Undertaking,0
1222,2222,F,1649,18,Urban,Pvt,1
1223,2223,M,99153200,7,Rural,Undertaking,0
1224,2224,M,1750,16,Urban,Cooperative,1
1225,2225,F,4968,52,Rural,Undertaking,0
1226,2226,F,4990,15,Rural,Undertaking,1
1227,2227,F,7459,8,Urban,Undertaking,1
1228,2228,M,40920,7,Urban,Undertaking,0
1229,2229,M,6647,6,Urban,Cooperative,1
1230,2230,F,1700,9,Urban,Undertaking,0
1231,2231,F,153,7,Rural,Gvt,0
1232,2232,F,9420,6,Rural,Gvt,1
1233,2233,M,4990,6,Rural,Cooperative,1
1234,2234,M,24000,16,Rural,Pvt,1
1235,2235,M,958,21,Urban,Gvt,0
1236,2236,F,415,14,Rural,Pvt,1
1237,2237,M,850,20,Rural,Pvt,1
1238,2238,F,22652,8,Rural,Undertaking,0
1239,2239,M,4990,14,Urban,Undertaking,0
1240,2240,F,153,21,Urban,Gvt,0
1241,2241,M,24000,9,Urban,Gvt,1
1242,2242,M,1649,9,Urban,Cooperative,0
1243,2243,F,854,4,Urban,Pvt,1
1244,2244,F,42586,14,Urban,Pvt,0
1245,2245,M,1900,1,Urban,Gvt,0
1246,2246,F,3340,12,Rural,Pvt,0
1247,2247,F,153,18,Rural,Gvt,0
1248,2248,M,99153200,16,Rural,Undertaking,1
1249,2249,F,40920,17,Urban,Gvt,0
1250,2250,F,1700,6,Rural,Gvt,1
1251,2251,M,1487,17,Urban,Gvt,0
1252,2252,F,1647,3,Rural,Gvt,0
1253,2253,M,6271,14,Rural,Gvt,1
1254,2254,F,520,20,Urban,Cooperative,1
1255,2255,F,10401,18,Rural,Undertaking,0
1256,2256,F,577,18,Rural,Undertaking,1
1257,2257,F,2500,7,Urban,Pvt,0
1258,2258,M,96874,8,Rural,Pvt,0
1259,2259,M,40920,7,Rural,Cooperative,1
1260,2260,F,8596,14,Rural,Cooperative,0
1261,2261,M,5289,7,Rural,Gvt,1
1262,2262,F,5652,20,Urban,Pvt,1
1263,2263,M,99153200,1,Urban,Undertaking,1
1264,2264,M,415,3,Rural,Gvt,0
1265,2265,F,1647,14,Rural,Cooperative,0
1266,2266,F,1649,3,Urban,Pvt,1
1267,2267,F,6647,16,Urban,Gvt,0
1268,2268,F,42586,6,Urban,Gvt,0
1269,2269,F,42586,7,Urban,Undertaking,1
1270,2270,F,13340,12,Rural,Pvt,0
1271,2271,F,4990,7,Urban,Pvt,0
1272,2272,F,52000,9,Urban,Undertaking,0
1273,2273,M,96874,4,Urban,Gvt,1
1274,2274,M,854,21,Urban,Gvt,0
1275,2275,F,1647,6,Urban,Cooperative,0
1276,2276,M,52000,6,Rural,Cooperative,1
1277,2277,M,400,1,Rural,Cooperative,1
1278,2278,F,7220,15,Rural,Cooperative,0
1279,2279,M,5289,1,Rural,Undertaking,1
1280,2280,M,1900,6,Urban,Undertaking,1
1281,2281,F,7520,7,Urban,Undertaking,0
1282,2282,F,900,8,Rural,Gvt,0
1283,2283,F,15250,17,Rural,Gvt,1
1284,2284,M,9420,4,Urban,Pvt,0
1285,2285,F,850,20,Urban,Cooperative,1
1286,2286,F,1550,7,Urban,Undertaking,0
1287,2287,F,99153200,52,Urban,Cooperative,1
1288,2288,F,1900,9,Urban,Pvt,0
1289,2289,M,400,16,Urban,Gvt,1
1290,2290,F,520,14,Rural,Gvt,1
1291,2291,M,900,7,Urban,Undertaking,1
1292,2292,F,42586,52,Rural,Pvt,0
1293,2293,F,850,8,Rural,Cooperative,1
1294,2294,F,520,21,Rural,Undertaking,1
1295,2295,F,96874,8,Urban,Undertaking,1
1296,2296,F,1647,9,Rural,Gvt,0
1297,2297,F,96874,8,Urban,Gvt,0
1298,2298,M,900,52,Rural,Cooperative,1
1299,2299,M,10401,12,Urban,Undertaking,1
1300,2300,F,1487,16,Urban,Undertaking,1
1301,2301,F,99153200,1,Urban,Cooperative,0
1302,2302,M,3340,14,Rural,Gvt,0
1303,2303,M,9420,21,Rural,Undertaking,1
1304,2304,M,958,16,Rural,Gvt,1
1305,2305,F,40920,8,Rural,Pvt,0
1306,2306,F,2500,15,Rural,Undertaking,1
1307,2307,M,3254,17,Rural,Cooperative,1
1308,2308,M,24000,15,Rural,Pvt,0
1309,2309,M,7459,14,Urban,Cooperative,0
1310,2310,M,3254,16,Rural,Pvt,0
1311,2311,M,12670,9,Urban,Gvt,0
1312,2312,F,6647,6,Rural,Cooperative,1
1313,2313,M,2500,21,Rural,Undertaking,0
1314,2314,M,9420,1,Rural,Pvt,0
1315,2315,M,24000,6,Urban,Cooperative,1
1316,2316,M,958,1,Rural,Pvt,1
1317,2317,F,900,17,Urban,Cooperative,1
1318,2318,F,99153200,16,Rural,Cooperative,0
1319,2319,M,958,6,Urban,Undertaking,0
1320,2320,M,22652,21,Urban,Gvt,1
1321,2321,M,9420,1,Urban,Undertaking,1
1322,2322,M,2500,8,Rural,Cooperative,1
1323,2323,F,1647,3,Urban,Cooperative,0
1324,2324,F,96874,12,Rural,Cooperative,1
1325,2325,M,1750,15,Rural,Undertaking,0
1326,2326,M,13340,18,Urban,Undertaking,1
1327,2327,F,1750,9,Rural,Pvt,0
1328,2328,M,1900,8,Urban,Gvt,0
1329,2329,F,1260,6,Rural,Gvt,0
1330,2330,M,1900,15,Urban,Cooperative,0
1331,2331,F,1290,1,Rural,Cooperative,0
1332,2332,F,6647,21,Rural,Cooperative,0
1333,2333,F,1700,9,Urban,Undertaking,0
1334,2334,M,958,9,Urban,Cooperative,1
1335,2335,F,1400,7,Urban,Cooperative,1
1336,2336,F,12670,6,Rural,Gvt,0
1337,2337,M,7459,16,Urban,Undertaking,0
1338,2338,M,7220,14,Rural,Cooperative,0
1339,2339,M,40920,8,Urban,Undertaking,0
1340,2340,M,24000,16,Rural,Gvt,1
1341,2341,F,2500,12,Urban,Pvt,0
1342,2342,F,5289,4,Urban,Undertaking,1
1343,2343,F,4990,8,Rural,Undertaking,1
1344,2344,F,1210,14,Urban,Cooperative,0
1345,2345,F,52000,18,Urban,Gvt,0
1346,2346,M,22652,9,Urban,Undertaking,0
1347,2347,F,99153200,15,Urban,Pvt,0
1348,2348,F,4990,20,Urban,Undertaking,0
1349,2349,M,2500,15,Rural,Gvt,0
1350,2350,F,7220,3,Urban,Undertaking,0
1351,2351,M,854,14,Rural,Gvt,0
1352,2352,M,900,8,Urban,Undertaking,0
1353,2353,F,4990,52,Rural,Cooperative,1
1354,2354,M,1100,20,Rural,Cooperative,0
1355,2355,F,958,17,Rural,Gvt,1
1356,2356,M,9420,20,Urban,Undertaking,0
1357,2357,M,3340,6,Rural,Pvt,1
1358,2358,F,96874,20,Rural,Undertaking,1
1359,2359,M,2500,6,Rural,Undertaking,0
1360,2360,M,12670,16,Rural,Undertaking,0
1361,2361,M,52000,15,Rural,Gvt,0
1362,2362,F,854,9,Rural,Cooperative,1
1363,2363,M,40920,21,Urban,Undertaking,1
1364,2364,M,8596,9,Urban,Undertaking,1
1365,2365,M,1210,9,Rural,Undertaking,1
1366,2366,F,40920,9,Urban,Cooperative,0
1367,2367,F,96874,17,Rural,Undertaking,1
1368,2368,F,7220,4,Urban,Cooperative,1
1369,2369,F,8596,6,Urban,Cooperative,1
1370,2370,M,700,15,Urban,Pvt,1
1371,2371,F,42586,9,Rural,Undertaking,0
1372,2372,F,5652,17,Urban,Pvt,0
1373,2373,F,52000,4,Urban,Gvt,0
1374,2374,F,854,3,Rural,Pvt,1
1375,2375,M,4968,4,Urban,Cooperative,1
1376,2376,M,1487,14,Urban,Cooperative,1
1377,2377,F,1487,9,Urban,Gvt,1
1378,2378,F,415,14,Rural,Cooperative,0
1379,2379,F,2500,14,Rural,Gvt,1
1380,2380,F,7220,17,Rural,Cooperative,0
1381,2381,M,52000,9,Urban,Gvt,0
1382,2382,F,10401,1,Urban,Cooperative,0
1383,2383,F,577,17,Urban,Pvt,0
1384,2384,F,900,15,Urban,Cooperative,1
1385,2385,M,13340,12,Rural,Pvt,0
1386,2386,F,7210,52,Urban,Gvt,0
1387,2387,F,1260,7,Rural,Undertaking,0
1388,2388,M,1260,8,Rural,Pvt,1
1389,2389,F,1900,14,Rural,Pvt,1
1390,2390,M,6271,9,Rural,Cooperative,0
1391,2391,M,24000,8,Urban,Cooperative,0
1392,2392,F,6647,6,Rural,Cooperative,1
1393,2393,F,577,52,Rural,Gvt,0
1394,2394,M,5652,9,Urban,Undertaking,0
1395,2395,M,9420,3,Rural,Cooperative,0
1396,2396,F,3254,16,Rural,Gvt,1
1397,2397,M,7220,6,Urban,Pvt,0
1398,2398,F,8596,15,Rural,Undertaking,1
1399,2399,M,96874,16,Urban,Gvt,1
1400,2400,F,1647,7,Rural,Gvt,0
1401,2401,F,153,8,Rural,Cooperative,0
1402,2402,M,26000,7,Urban,Gvt,0
1403,2403,F,4990,12,Urban,Pvt,0
1404,2404,M,1260,4,Urban,Cooperative,0
1405,2405,F,1900,18,Rural,Pvt,0
1406,2406,M,1550,14,Urban,Undertaking,1
1407,2407,M,700,8,Urban,Cooperative,1
1408,2408,M,9420,8,Rural,Undertaking,0
1409,2409,F,900,16,Rural,Pvt,1
1410,2410,M,958,15,Rural,Pvt,1
1411,2411,M,1700,4,Rural,Undertaking,1
1412,2412,M,7220,18,Rural,Undertaking,0
1413,2413,M,520,18,Rural,Cooperative,0
1414,2414,M,1487,6,Rural,Cooperative,0
1415,2415,F,12670,8,Rural,Gvt,0
1416,2416,M,6271,6,Urban,Gvt,1
1417,2417,F,4990,14,Rural,Pvt,1
1418,2418,M,1100,7,Urban,Undertaking,0
1419,2419,M,22652,16,Urban,Undertaking,1
1420,2420,M,10401,21,Rural,Pvt,0
1421,2421,F,3254,9,Rural,Cooperative,1
1422,2422,M,99153200,17,Urban,Gvt,0
1423,2423,M,9420,1,Rural,Pvt,0
1424,2424,F,4579,7,Urban,Undertaking,1
1425,2425,M,52000,4,Rural,Undertaking,1
1426,2426,M,6647,1,Urban,Cooperative,0
1427,2427,F,8596,17,Urban,Undertaking,0
1428,2428,F,1210,4,Urban,Cooperative,0
1429,2429,F,2500,9,Rural,Undertaking,0
1430,2430,F,22652,12,Rural,Pvt,1
1431,2431,F,1649,21,Rural,Pvt,1
1432,2432,F,5652,52,Rural,Cooperative,0
1433,2433,F,13340,21,Urban,Gvt,0
1434,2434,F,7459,17,Urban,Pvt,0
1435,2435,M,520,15,Urban,Undertaking,0
1436,2436,F,850,9,Urban,Cooperative,1
1437,2437,M,415,17,Urban,Undertaking,1
1438,2438,M,10401,6,Urban,Gvt,1
1439,2439,F,1100,9,Rural,Cooperative,1
1440,2440,M,5652,18,Urban,Gvt,0
1441,2441,F,6647,7,Rural,Cooperative,1
1442,2442,F,5289,6,Urban,Gvt,1
1443,2443,M,3254,7,Rural,Undertaking,1
1444,2444,F,1750,6,Urban,Gvt,0
1445,2445,F,5652,15,Urban,Gvt,0
1446,2446,F,12670,9,Rural,Cooperative,1
1447,2447,F,1900,7,Urban,Pvt,1
1448,2448,M,1550,21,Rural,Gvt,1
1449,2449,F,26000,6,Rural,Cooperative,0
1450,2450,M,520,52,Rural,Undertaking,0
1451,2451,M,7520,8,Rural,Undertaking,0
1452,2452,M,4579,7,Rural,Pvt,1
1453,2453,F,1100,12,Urban,Pvt,0
1454,2454,M,1487,4,Urban,Cooperative,1
1455,2455,F,1750,21,Rural,Pvt,0
1456,2456,M,6271,52,Urban,Gvt,0
1457,2457,M,4990,21,Urban,Cooperative,0
1458,2458,F,153,52,Urban,Undertaking,0
1459,2459,M,40920,17,Urban,Gvt,1
1460,2460,F,1900,9,Urban,Pvt,1
1461,2461,F,1550,17,Rural,Gvt,0
1462,2462,M,3254,14,Urban,Cooperative,0
1463,2463,F,8596,14,Urban,Pvt,0
1464,2464,M,1100,21,Rural,Cooperative,0
1465,2465,F,2500,6,Urban,Gvt,1
1466,2466,F,22652,8,Urban,Undertaking,0
1467,2467,M,850,6,Urban,Gvt,0
1468,2468,M,7220,52,Urban,Pvt,1
1469,2469,M,1700,17,Rural,Cooperative,1
1470,2470,M,7210,21,Rural,Cooperative,1
1471,2471,F,1290,7,Rural,Pvt,0
1472,2472,F,5289,7,Urban,Cooperative,0
1473,2473,F,3340,20,Rural,Gvt,0
1474,2474,M,850,52,Urban,Cooperative,0
1475,2475,F,900,9,Rural,Cooperative,1
1476,2476,F,4579,14,Rural,Cooperative,1
1477,2477,F,52000,6,Rural,Undertaking,1
1478,2478,F,10401,14,Urban,Gvt,1
1479,2479,F,1649,9,Urban,Undertaking,0
1480,2480,M,6647,52,Rural,Cooperative,0
1481,2481,M,700,8,Rural,Undertaking,0
1482,2482,M,1647,14,Rural,Pvt,0
1483,2483,F,7220,7,Urban,Pvt,0
1484,2484,F,7220,14,Rural,Undertaking,1
1485,2485,F,3340,12,Urban,Cooperative,0
1486,2486,M,13340,14,Rural,Pvt,1
1487,2487,F,7459,9,Urban,Pvt,0
1488,2488,F,40920,3,Urban,Pvt,0
1489,2489,M,99153200,6,Urban,Cooperative,0
1490,2490,F,1100,8,Rural,Cooperative,0
1491,2491,F,1750,6,Rural,Gvt,1
1492,2492,F,1900,8,Rural,Cooperative,1
1493,2493,M,1900,9,Urban,Pvt,0
1494,2494,M,1400,17,Rural,Gvt,1
1495,2495,F,1100,7,Rural,Cooperative,1
1496,2496,M,40920,7,Rural,Gvt,0
1497,2497,M,1700,16,Urban,Undertaking,0
1498,2498,M,1400,8,Urban,Cooperative,0
1499,2499,F,1100,9,Rural,Cooperative,1
1500,2500,M,26000,4,Rural,Pvt,1
1501,2501,F,1647,1,Urban,Undertaking,0
1502,2502,F,52000,20,Rural,Pvt,0
1503,2503,F,1100,9,Rural,Gvt,1
1504,2504,F,5289,4,Urban,Pvt,0
1505,2505,F,3254,15,Urban,Undertaking,0
1506,2506,F,13340,6,Rural,Cooperative,0
1507,2507,M,1260,8,Urban,Undertaking,1
1508,2508,M,1649,9,Rural,Cooperative,0
1509,2509,F,96874,3,Rural,Undertaking,1
1510,2510,F,2500,12,Rural,Undertaking,1
1511,2511,F,22652,4,Rural,Gvt,1
1512,2512,M,99153200,52,Rural,Undertaking,0
1513,2513,F,700,1,Urban,Undertaking,0
1514,2514,M,15250,4,Urban,Pvt,1
1515,2515,F,22652,18,Rural,Cooperative,1
1516,2516,M,40920,8,Urban,Pvt,0
1517,2517,F,3340,14,Urban,Pvt,0
1518,2518,M,1290,15,Rural,Cooperative,1
1519,2519,M,5289,14,Rural,Pvt,1
1520,2520,M,4579,15,Urban,Pvt,1
1521,2521,M,10401,16,Rural,Cooperative,1
1522,2522,F,2500,14,Urban,Pvt,1
1523,2523,M,1487,21,Rural,Cooperative,0
1524,2524,M,8596,7,Urban,Cooperative,1
1525,2525,M,8596,14,Urban,Gvt,0
1526,2526,M,4579,8,Urban,Undertaking,1
1527,2527,F,5652,52,Rural,Undertaking,0
1528,2528,F,6647,9,Rural,Undertaking,1
1529,2529,M,13340,21,Rural,Cooperative,0
1530,2530,M,1647,14,Urban,Pvt,1
1531,2531,M,7520,12,Urban,Gvt,0
1532,2532,F,1649,4,Rural,Undertaking,1
1533,2533,F,1400,18,Rural,Cooperative,1
1534,2534,F,99153200,14,Rural,Gvt,0
1535,2535,M,520,52,Urban,Pvt,0
1536,2536,M,26000,18,Rural,Gvt,1
1537,2537,M,577,3,Rural,Undertaking,1
1538,2538,M,400,17,Urban,Undertaking,0
1539,2539,M,6647,17,Urban,Undertaking,0
1540,2540,F,1290,6,Urban,Cooperative,1
1541,2541,M,15250,7,Urban,Cooperative,1
1542,2542,F,958,14,Rural,Gvt,0
1543,2543,F,4990,9,Rural,Gvt,1
1544,2544,M,6647,9,Rural,Pvt,1
1545,2545,F,1400,6,Urban,Cooperative,0
1546,2546,F,850,12,Rural,Undertaking,0
1547,2547,F,6271,21,Urban,Undertaking,0
1548,2548,M,900,8,Urban,Cooperative,0
1549,2549,M,7220,8,Urban,Pvt,1
1550,2550,M,24000,1,Rural,Cooperative,0
1551,2551,M,7520,16,Urban,Pvt,0
1552,2552,F,1649,14,Rural,Gvt,1
1553,2553,M,26000,21,Urban,Cooperative,0
1554,2554,F,13340,20,Rural,Gvt,0
1555,2555,F,577,14,Rural,Pvt,1
1556,2556,M,4968,3,Rural,Cooperative,0
1557,2557,M,9420,9,Urban,Cooperative,0
1558,2558,F,1900,8,Urban,Pvt,0
1559,2559,F,40920,6,Rural,Gvt,1
1560,2560,F,958,1,Rural,Cooperative,0
1561,2561,M,153,8,Urban,Undertaking,0
1562,2562,F,850,15,Urban,Pvt,1
1563,2563,M,958,6,Urban,Gvt,1
1564,2564,M,99153200,52,Rural,Gvt,0
1565,2565,M,1400,9,Rural,Undertaking,0
1566,2566,F,6647,52,Urban,Cooperative,1
1567,2567,M,1900,6,Urban,Pvt,0
1568,2568,M,40920,7,Urban,Undertaking,1
1569,2569,F,1647,7,Rural,Gvt,1
1570,2570,M,1487,8,Rural,Cooperative,1
1571,2571,M,958,8,Urban,Undertaking,1
1572,2572,F,12670,3,Urban,Gvt,1
1573,2573,M,10401,7,Rural,Pvt,1
1574,2574,M,1700,12,Urban,Undertaking,0
1575,2575,F,520,8,Rural,Gvt,0
1576,2576,M,1649,7,Rural,Pvt,1
1577,2577,M,1100,3,Rural,Gvt,1
1578,2578,M,1290,3,Urban,Cooperative,1
1579,2579,F,1900,52,Urban,Cooperative,0
1580,2580,M,15250,8,Rural,Cooperative,0
1581,2581,F,400,6,Rural,Gvt,1
1582,2582,M,1210,6,Urban,Cooperative,1
1583,2583,M,4968,9,Urban,Gvt,0
1584,2584,F,4990,21,Rural,Undertaking,0
1585,2585,F,4968,17,Rural,Cooperative,0
1586,2586,F,6271,9,Rural,Gvt,0
1587,2587,M,153,1,Rural,Gvt,0
1588,2588,F,1290,15,Rural,Undertaking,0
1589,2589,M,3254,20,Rural,Gvt,0
1590,2590,M,5289,8,Rural,Gvt,1
1591,2591,M,1487,7,Rural,Pvt,0
1592,2592,F,13340,15,Rural,Gvt,0
1593,2593,F,6271,16,Urban,Undertaking,1
1594,2594,F,2500,6,Urban,Cooperative,0
1595,2595,M,4968,8,Urban,Pvt,1
1596,2596,F,577,12,Urban,Pvt,1
1597,2597,F,1210,12,Urban,Undertaking,1
1598,2598,F,9420,52,Rural,Pvt,0
1599,2599,F,1900,7,Rural,Undertaking,1
1600,2600,F,854,14,Urban,Cooperative,0
1601,2601,M,854,17,Rural,Undertaking,1
1602,2602,F,99153200,7,Urban,Undertaking,0
1603,2603,M,99153200,18,Rural,Pvt,1
1604,2604,M,3254,1,Urban,Undertaking,1
1605,2605,M,415,12,Rural,Pvt,0
1606,2606,M,15250,1,Urban,Cooperative,0
1607,2607,F,8596,4,Rural,Pvt,1
1608,2608,F,22652,14,Rural,Pvt,0
1609,2609,F,9420,18,Urban,Undertaking,0
1610,2610,M,4990,14,Urban,Undertaking,0
1611,2611,M,415,14,Urban,Cooperative,0
1612,2612,F,153,8,Urban,Gvt,1
1613,2613,M,10401,3,Urban,Pvt,1
1614,2614,M,854,21,Rural,Gvt,1
1615,2615,F,13340,8,Rural,Undertaking,0
1616,2616,M,9420,16,Rural,Gvt,1
1617,2617,F,1647,9,Rural,Cooperative,1
1618,2618,F,96874,14,Urban,Gvt,0
1619,2619,M,1550,7,Rural,Pvt,1
1620,2620,M,1400,14,Rural,Undertaking,1
1621,2621,M,153,8,Rural,Gvt,0
1622,2622,F,26000,52,Rural,Undertaking,0
1623,2623,M,1210,9,Urban,Undertaking,0
1624,2624,F,153,52,Urban,Undertaking,1
1625,2625,F,99153200,15,Rural,Cooperative,0
1626,2626,M,5652,52,Rural,Pvt,1
1627,2627,M,4968,15,Rural,Undertaking,0
1628,2628,M,4968,4,Urban,Gvt,0
1629,2629,F,3254,1,Urban,Gvt,1
1630,2630,M,5652,12,Urban,Gvt,1
1631,2631,M,577,14,Rural,Undertaking,0
1632,2632,M,1290,8,Urban,Pvt,0
1633,2633,M,400,9,Rural,Pvt,1
1634,2634,M,2500,8,Urban,Cooperative,1
1635,2635,M,5289,1,Urban,Cooperative,1
1636,2636,M,4968,18,Urban,Cooperative,1
1637,2637,F,153,9,Rural,Cooperative,0
1638,2638,F,1290,18,Urban,Undertaking,1
1639,2639,F,4990,8,Urban,Gvt,0
1640,2640,M,1100,1,Urban,Gvt,0
1641,2641,F,1700,1,Rural,Pvt,1
1642,2642,M,520,18,Urban,Undertaking,0
1643,2643,M,5652,14,Urban,Cooperative,1
1644,2644,F,1647,4,Urban,Gvt,1
1645,2645,F,850,52,Urban,Pvt,0
1646,2646,F,854,6,Urban,Gvt,1
1647,2647,M,1487,9,Rural,Gvt,0
1648,2648,F,1700,52,Rural,Pvt,0
1649,2649,F,3340,16,Urban,Gvt,0
1650,2650,F,8596,21,Rural,Undertaking,1
1651,2651,F,520,3,Urban,Cooperative,0
1652,2652,F,1487,15,Rural,Undertaking,0
1653,2653,M,415,52,Urban,Undertaking,0
1654,2654,M,1100,9,Rural,Undertaking,1
1655,2655,F,12670,15,Urban,Undertaking,0
1656,2656,M,854,16,Urban,Cooperative,1
1657,2657,M,26000,14,Rural,Gvt,0
1658,2658,F,1100,9,Urban,Pvt,0
1659,2659,M,1647,17,Rural,Undertaking,1
1660,2660,F,3254,8,Rural,Cooperative,1
1661,2661,F,8596,12,Rural,Gvt,0
1662,2662,M,7520,7,Urban,Pvt,0
1663,2663,F,7210,8,Urban,Gvt,1
1664,2664,M,5289,18,Urban,Undertaking,1
1665,2665,M,850,9,Rural,Pvt,1
1666,2666,F,2500,15,Rural,Cooperative,1
1667,2667,F,10401,12,Urban,Pvt,0
1668,2668,F,7459,3,Rural,Gvt,1
1669,2669,M,5289,14,Urban,Undertaking,1
1670,2670,F,10401,6,Urban,Pvt,1
1671,2671,F,1487,4,Rural,Pvt,1
1672,2672,M,8596,6,Urban,Undertaking,1
1673,2673,F,1487,16,Rural,Gvt,0
1674,2674,F,96874,18,Rural,Cooperative,1
1675,2675,F,13340,3,Urban,Gvt,0
1676,2676,M,52000,9,Rural,Undertaking,0
1677,2677,M,3340,8,Rural,Pvt,1
1678,2678,F,24000,7,Urban,Gvt,0
1679,2679,F,2500,8,Rural,Undertaking,0
1680,2680,F,13340,3,Urban,Gvt,1
1681,2681,F,10401,16,Urban,Pvt,1
1682,2682,M,854,21,Urban,Cooperative,1
1683,2683,F,1260,6,Rural,Gvt,1
1684,2684,M,400,6,Urban,Undertaking,1
1685,2685,F,24000,1,Rural,Cooperative,1
1686,2686,F,1647,6,Rural,Gvt,0
1687,2687,F,15250,14,Rural,Cooperative,0
1688,2688,F,6647,21,Urban,Undertaking,1
1689,2689,F,7220,3,Urban,Pvt,0
1690,2690,F,99153200,3,Rural,Cooperative,0
1691,2691,F,5652,16,Rural,Pvt,0
1692,2692,M,6647,16,Urban,Cooperative,1
1693,2693,F,2500,14,Rural,Pvt,1
1694,2694,F,2500,6,Rural,Gvt,1
1695,2695,M,1750,52,Urban,Gvt,1
1696,2696,M,6647,18,Rural,Pvt,1
1697,2697,F,1900,3,Urban,Pvt,0
1698,2698,M,10401,14,Urban,Pvt,1
1699,2699,F,1649,9,Rural,Undertaking,0
1700,2700,M,4579,12,Rural,Cooperative,0
1701,2701,F,577,1,Rural,Gvt,0
1702,2702,F,1260,18,Urban,Undertaking,0
1703,2703,M,900,14,Rural,Pvt,0
1704,2704,M,7459,6,Urban,Pvt,1
1705,2705,F,42586,8,Urban,Pvt,1
1706,2706,F,2500,7,Urban,Gvt,0
1707,2707,F,1700,20,Rural,Undertaking,0
1708,2708,M,26000,3,Urban,Cooperative,0
1709,2709,F,7220,18,Urban,Cooperative,0
1710,2710,M,1900,8,Urban,Undertaking,0
1711,2711,F,1647,14,Rural,Gvt,1
1712,2712,M,1210,52,Urban,Gvt,1
1713,2713,M,400,9,Urban,Gvt,1
1714,2714,F,7520,14,Rural,Undertaking,0
1715,2715,F,900,52,Urban,Pvt,1
1716,2716,M,1487,6,Urban,Cooperative,0
1717,2717,F,153,3,Urban,Gvt,1
1718,2718,M,1400,14,Urban,Undertaking,0
1719,2719,M,1290,7,Rural,Undertaking,0
1720,2720,M,15250,12,Rural,Undertaking,1
1721,2721,M,3340,15,Urban,Undertaking,1
1722,2722,M,520,7,Rural,Undertaking,1
1723,2723,F,26000,3,Urban,Pvt,0
1724,2724,M,2500,1,Rural,Pvt,0
1725,2725,M,1487,20,Urban,Undertaking,1
1726,2726,F,3340,4,Rural,Cooperative,0
1727,2727,F,42586,16,Rural,Pvt,0
1728,2728,F,1900,17,Rural,Gvt,1
1729,2729,M,1100,8,Urban,Pvt,0
1730,2730,M,700,14,Urban,Gvt,1
1731,2731,M,1290,21,Rural,Pvt,0
1732,2732,M,3254,6,Urban,Gvt,0
1733,2733,M,400,6,Rural,Undertaking,0
1734,2734,F,854,17,Rural,Cooperative,1
1735,2735,F,3340,6,Rural,Cooperative,1
1736,2736,M,99153200,6,Rural,Gvt,0
1737,2737,M,9420,12,Urban,Gvt,1
1738,2738,F,13340,17,Rural,Cooperative,1
1739,2739,F,1649,3,Rural,Pvt,1
1740,2740,F,1750,15,Urban,Undertaking,0
1741,2741,M,7220,21,Urban,Gvt,0
1742,2742,F,3254,52,Urban,Cooperative,1
1743,2743,F,1550,18,Rural,Undertaking,1
1744,2744,F,958,14,Rural,Gvt,0
1745,2745,M,2500,6,Urban,Cooperative,1
1746,2746,F,5289,3,Rural,Undertaking,1
1747,2747,M,9420,6,Urban,Gvt,1
